Time (ns);Current (nA);Voltage (mV);Energy (uJ)
"713930000";"523400";"3280";"1237.6"
"715015000";"523400";"3280";"1239.5"
"716095000";"523400";"3280";"1241.5"
"717175000";"523400";"3280";"1243.5"
"718510000";"523400";"3280";"1245.8"
"719590000";"523400";"3280";"1247.4"
"720670000";"523400";"3280";"1249.4"
"721750000";"523400";"3280";"1251.3"
"722830000";"523400";"3280";"1252.9"
"724165000";"523400";"3280";"1255.3"
"725250000";"523400";"3280";"1257.2"
"726330000";"523400";"3280";"1259.2"
"727410000";"523400";"3280";"1261.2"
"728489000";"523400";"3280";"1262.7"
"729824000";"518600";"3280";"1265.1"
"730904000";"518600";"3280";"1267.1"
"731984000";"518600";"3281";"1268.6"
"733064000";"518600";"3280";"1270.6"
"734143000";"518600";"3280";"1272.6"
"735485000";"518600";"3281";"1274.9"
"736564000";"518600";"3281";"1276.9"
"737643000";"518600";"3281";"1278.5"
"738722000";"518600";"3281";"1280.4"
"739802000";"518600";"3281";"1282.4"
"741137000";"518600";"3281";"1284.3"
"742217000";"518600";"3281";"1286.3"
"743297000";"518600";"3281";"1288.3"
"744377000";"518600";"3281";"1290.3"
"745467000";"518600";"3281";"1292.2"
"746801000";"518600";"3281";"1294.2"
"747881000";"518600";"3281";"1296.1"
"748960000";"518600";"3281";"1298.1"
"750041000";"518600";"3281";"1299.7"
"751120000";"518600";"3281";"1301.6"
"752455000";"518600";"3281";"1304.0"
"753534000";"518600";"3281";"1306.0"
"754619000";"518600";"3281";"1307.9"
"755698000";"518600";"3281";"1309.5"
"756778000";"518600";"3281";"1311.5"
"758113000";"518600";"3281";"1313.8"
"759193000";"523400";"3281";"1315.8"
"760272000";"523400";"3281";"1317.4"
"761351000";"523400";"3281";"1319.3"
"762431000";"523400";"3281";"1321.3"
"763766000";"523400";"3281";"1323.3"
"764852000";"523400";"3281";"1325.2"
"765931000";"523400";"3281";"1327.2"
"767012000";"523400";"3281";"1329.2"
"768092000";"523400";"3281";"1331.1"
"769427000";"523400";"3281";"1333.1"
"770506000";"523400";"3281";"1335.1"
"771585000";"523400";"3281";"1337.0"
"772665000";"523400";"3281";"1338.6"
"773745000";"523400";"3281";"1340.6"
"775085000";"523400";"3281";"1342.9"
"776166000";"523400";"3281";"1344.9"
"777245000";"523400";"3281";"1346.9"
"778324000";"523400";"3281";"1348.4"
"779403000";"523400";"3281";"1350.4"
"780739000";"523400";"3281";"1352.8"
"781819000";"523400";"3281";"1354.3"
"782898000";"523400";"3281";"1356.3"
"783979000";"523400";"3280";"1358.3"
"785064000";"523400";"3281";"1360.2"
"786400000";"523400";"3281";"1362.2"
"787484000";"523400";"3281";"1364.2"
"788563000";"519100";"3280";"1366.1"
"789643000";"519100";"3281";"1368.1"
"790723000";"519100";"3281";"1369.7"
"792058000";"519100";"3281";"1372.0"
"793137000";"519100";"3281";"1374.0"
"794217000";"519100";"3281";"1376.0"
"795302000";"519100";"3281";"1377.9"
"796382000";"519100";"3281";"1379.5"
"797716000";"519100";"3280";"1381.8"
"798795000";"519100";"3280";"1383.8"
"799876000";"519100";"3281";"1385.8"
"800955000";"519100";"3281";"1387.4"
"802035000";"519100";"3280";"1389.3"
"803370000";"519100";"3280";"1391.7"
"804450000";"519100";"3281";"1393.2"
"805536000";"519100";"3280";"1395.2"
"806615000";"519100";"3280";"1397.2"
"807695000";"519100";"3280";"1399.2"
"809030000";"519100";"3281";"1401.5"
